target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse_is_anomaly,NumberOfTime60-89DaysPastDueNotWorse_is_anomaly,NumberOfTimes90DaysLate_is_anomaly,MonthlyIncome_is_null,Total_Times_PastDue,utilization_per_line,Income_per_Dependent,log_MonthlyIncome,log_DebtRatio
1,0.992265623,49,0,0.484552846,6149.0,12,0,0,0,3.0,0,0,0,0,0,0.07632812484615384,1537.25,8.724207360800564,0.3951136131060848
1,0.057980924,40,0,0.301067137,11900.0,12,0,6,0,5.0,0,0,0,0,0,0.004460071076923077,1983.3333333333333,9.38437770918244,0.2631848023495732
1,0.019213803,38,0,0.002152389,2322.0,2,0,0,0,0.0,0,0,0,0,0,0.006404601,2322.0,7.750614732770409,0.002150075929286998
1,0.005713946,73,0,0.240588382,4010.0,6,0,1,0,0.0,0,0,0,0,0,0.000816278,4010.0,8.296795865770052,0.21558576868955734
1,0.9999999,75,0,0.167249825,2857.0,2,0,0,0,1.0,0,0,0,0,0,0.3333333,1428.5,7.957877358489813,0.15465040494386062
1,0.666052949,39,0,0.323429976,9760.0,15,1,1,0,5.0,0,0,0,0,1,0.0416283093125,1626.6666666666667,9.186150133174966,0.2802268330873709
1,0.082509106,82,0,0.150707744,1200.0,9,0,0,0,0.0,0,0,0,0,0,0.0082509106,1200.0,7.0909098220799835,0.1403771826412641
1,0.369610215,37,0,3287.0,4000.0,13,0,2,0,2.0,0,0,0,1,0,0.026400729642857144,1333.3333333333333,8.294299608857235,8.098034756176071
1,0.0,71,0,687.0,4968.0,8,0,1,0,0.0,0,0,0,1,0,0.0,4968.0,8.51097389160232,6.5337888379333435
1,0.199958342,59,0,0.011195522,2500.0,3,0,0,0,0.0,0,0,0,0,0,0.0499895855,2500.0,7.824445930877619,0.01113331599875179
1,0.15051205,45,0,0.293842817,5992.0,9,0,1,0,3.0,0,0,0,0,0,0.015051205000000002,1498.0,8.698347400458186,0.25761671806685993
1,0.097183444,51,0,0.303078137,3800.0,14,0,0,0,0.0,0,0,0,0,0,0.006478896266666667,3800.0,8.24301946898925,0.264729263343992
1,0.934802371,45,1,0.25871438,7544.0,8,0,0,1,0.0,0,0,0,0,2,0.1038669301111111,7544.0,8.928640371201949,0.23009086673564366
1,0.117706619,77,0,0.124366095,4140.0,5,0,0,0,0.0,0,0,0,0,0,0.019617769833333333,4140.0,8.328692583545568,0.11721940573576663
1,0.026663112,63,0,0.096306909,6281.0,6,0,0,0,0.0,0,0,0,0,0,0.0038090159999999997,6281.0,8.745443680098592,0.09194717578558656
1,0.140049599,72,0,0.02736362,5700.0,6,0,0,0,0.0,0,0,0,0,0,0.020007085571428572,5700.0,8.648396877031582,0.02699592865184904
1,0.9999999,34,1,0.740110165,1996.0,6,0,1,0,1.0,0,0,0,0,1,0.14285712857142857,998.0,7.599401333415815,0.5539484244406313
1,0.095951728,71,0,0.338127681,7925.0,19,0,1,0,1.0,0,0,0,0,0,0.0047975864,3962.5,8.97790377375038,0.2912713839095462
1,0.618815054,51,1,0.333333333,2780.0,14,0,0,0,1.0,0,0,0,0,1,0.04125433693333334,1390.0,7.930565854233965,0.28768207220178094
1,0.022716553,77,0,0.837676843,9400.0,26,0,7,0,0.0,0,0,0,0,0,0.0008413538148148149,9400.0,9.148571345578551,0.6085021885624137
1,0.041127706,36,0,0.394696805,4600.0,5,0,1,0,0.0,0,0,0,0,0,0.006854617666666667,4600.0,8.434028950155469,0.33267704756465866
1,0.022431308,74,0,0.289254043,3833.0,11,0,1,0,0.0,0,0,0,0,0,0.0018692756666666666,3833.0,8.251663923605589,0.2540637898757575
1,0.414107096,40,0,1.127521614,4163.0,11,0,2,0,0.0,0,0,0,0,0,0.03450892466666667,4163.0,8.33423142973486,0.754957740755737
1,0.166973478,62,0,0.027371579,8000.0,9,0,0,0,0.0,0,0,0,0,0,0.0166973478,8000.0,8.987321812850125,0.0270036756355031
1,0.316114229,34,0,0.323464197,7666.0,11,0,1,0,4.0,0,0,0,0,0,0.02634285241666667,1533.2,8.944680683558895,0.2802526905624078
1,0.013255979,40,0,0.149500217,2300.0,7,0,0,0,1.0,0,0,0,0,0,0.001656997375,1150.0,7.741099090035366,0.1393272539988108
1,0.625423346,78,2,0.424760946,1986.0,18,3,0,1,1.0,0,0,0,0,6,0.03291701821052632,993.0,7.594381242551817,0.3540040424548196
1,0.778518468,54,4,0.652266829,6550.0,17,1,2,1,1.0,0,0,0,0,6,0.043251026,3275.0,8.787372988731876,0.5021481808211682
1,0.31834083,52,2,0.403176004,6800.0,5,0,2,1,2.0,0,0,0,0,3,0.053056805000000005,2266.6666666666665,8.824824939175638,0.3387382415773586
1,0.0,44,0,0.354948805,2050.0,4,0,0,0,1.0,0,0,0,0,0,0.0,1025.0,7.62608275807238,0.3037636713300727
1,0.063461978,78,0,57.0,4968.0,3,0,0,0,0.0,0,0,0,1,0,0.0158654945,4968.0,8.51097389160232,4.060443010546419
1,0.561625583,53,2,0.701799486,3500.0,10,0,2,0,0.0,0,0,0,0,2,0.05105687118181818,3500.0,8.160803920954665,0.5316862124001329
1,0.110011595,59,0,0.040071636,13400.0,10,0,0,0,1.0,0,0,0,0,0,0.010001054090909092,6700.0,9.503084610020228,0.03928959155034081
1,0.02689731,79,0,8.0,4968.0,1,0,0,0,0.0,0,0,0,1,0,0.013448655,4968.0,8.51097389160232,2.1972245773362196
0,0.012240112,74,7,36.0,4968.0,17,0,0,0,0.0,0,0,0,1,7,0.0006800062222222222,4968.0,8.51097389160232,3.6109179126442243
1,0.027148643,39,0,0.147398103,3900.0,3,0,0,0,0.0,0,0,0,0,0,0.00678716075,3900.0,8.268988209506656,0.13749685988114682
1,0.005900635,57,0,0.469911337,5300.0,10,0,2,0,1.0,0,0,0,0,0,0.0005364213636363637,2650.0,8.575650760987806,0.3852020840056378
1,0.532011842,44,0,0.604643281,5900.0,14,0,1,0,2.0,0,0,0,0,0,0.03546745613333333,1966.6666666666667,8.682877107057168,0.4729014770510541
1,0.979309664,29,0,0.623160233,3600.0,11,0,1,0,0.0,0,0,0,0,0,0.08160913866666666,3600.0,8.188966863648876,0.484375010091853
1,0.135151069,71,0,0.371329879,2894.0,10,0,1,0,0.0,0,0,0,0,0,0.01228646081818182,2894.0,7.970740390007095,0.31578098359983314
1,1.3662693040650091,49,0,0.252936766,4000.0,9,0,0,0,1.0,0,0,0,0,0,0.2098607799,2000.0,8.294299608857235,0.22549020855907106
1,0.022823847,62,1,26.0,0.0,6,0,0,0,0.0,0,0,0,0,1,0.0032605495714285717,0.0,0.0,3.295836866004329
1,0.796287482,47,0,47.0,6000.0,6,1,0,0,0.0,0,0,0,1,1,0.11375535457142857,6000.0,8.699681400989514,3.871201010907891
1,0.011372179,70,0,0.185427574,4583.0,13,0,1,0,0.0,0,0,0,0,0,0.0008122985,4583.0,8.430327258394575,0.17010353144744078
1,0.109690923,62,0,0.43864299,3772.0,22,0,1,0,0.0,0,0,0,0,0,0.004769170565217391,3772.0,8.235625719964311,0.3637003012244213
1,0.615376974,44,0,0.214337966,4100.0,7,0,1,0,2.0,0,0,0,0,0,0.07692212175,1366.6666666666667,8.31898612539206,0.19419904433868754
1,0.000610678,47,0,0.000148699,6724.0,5,0,0,0,0.0,0,0,0,0,0,0.00010177966666666667,6724.0,8.81358720447004,0.00014868794539955792
1,0.199281173,56,2,0.183636061,6000.0,10,0,1,0,0.0,0,0,0,0,2,0.018116470272727274,6000.0,8.699681400989514,0.1685911082984562
1,0.002985672,61,0,2719.0,6166.0,7,0,1,0,0.0,0,0,0,1,0,0.000373209,6166.0,8.726967774991493,7.908387159290043
1,0.839949467,41,0,0.288446746,19500.0,18,0,2,0,2.0,0,0,0,0,0,0.04420786668421053,6500.0,9.87822102528824,0.25343742002721686
1,0.688051991,32,0,2588.0,4000.0,6,1,2,0,1.0,0,0,0,1,1,0.09829314157142857,2000.0,8.294299608857235,7.859026979751538
1,0.9999999,61,0,0.18165225,12600.0,4,0,3,0,1.0,0,0,0,0,0,0.19999998000000002,6300.0,9.441531454869693,0.16691367095946963
1,0.037758831,77,0,302.0,4968.0,7,0,0,0,0.0,0,0,0,1,0,0.004719853875,4968.0,8.51097389160232,5.713732805509369
1,0.117821196,31,0,0.149712572,4000.0,4,0,0,0,0.0,0,0,0,0,0,0.0235642392,4000.0,8.294299608857235,0.13951197374429916
1,0.001767923,42,0,2892.0,6000.0,9,0,2,0,0.0,0,0,0,1,0,0.0001767923,6000.0,8.699681400989514,7.970049304976135
1,0.556867236,54,0,0.148136143,3084.0,4,0,0,0,0.0,0,0,0,0,0,0.1113734472,3084.0,8.034306936339489,0.13813988232937763
1,0.012470667,73,0,0.061119174,6200.0,20,0,0,0,0.0,0,0,0,0,0,0.0005938412857142857,6200.0,8.732465848349879,0.0593241756615822
1,1.013986014,27,1,0.187906047,2000.0,2,0,0,0,0.0,0,0,0,0,1,0.33799533800000003,2000.0,7.601402334583733,0.17219213279623333
1,0.006471576,78,0,0.005830904,2400.0,9,0,0,0,0.0,0,0,0,0,0,0.0006471576,2400.0,7.783640596221253,0.005813970074115493
0,1.082572794,38,1,0.466350302,4635.0,6,1,0,1,4.0,0,0,0,0,3,0.1546532562857143,927.0,8.441607204459642,0.3827765258070103
0,0.400810478,66,0,0.517275098,6135.0,18,0,1,0,0.0,0,0,0,0,0,0.021095288315789475,6135.0,8.721928343047091,0.416916027366663
1,1.119613926,32,1,0.140379658,4266.0,9,0,0,0,0.0,0,0,0,0,1,0.1119613926,4266.0,8.358666283188,0.13136124029644616
1,0.775953452,51,0,0.501081159,6936.0,12,0,2,0,1.0,0,0,0,0,0,0.059688727076923076,3468.0,8.844624683385302,0.40618562114296214
1,0.118873827,45,0,0.164541773,6666.0,9,0,1,0,2.0,0,0,0,0,0,0.0118873827,2222.0,8.80492526261806,0.1523276817469614
1,0.000139528,47,0,0.167317398,10500.0,3,0,1,0,0.0,0,0,0,0,0,3.4882e-05,10500.0,9.259225769705994,0.15470829404583478
1,0.112160436,35,0,0.283452758,6000.0,15,0,1,0,3.0,0,0,0,0,0,0.00701002725,1500.0,8.699681400989514,0.24955391348375736
1,0.0239992,68,0,1763.0,4968.0,6,0,1,0,0.0,0,0,0,1,0,0.0034284571428571426,4968.0,8.51097389160232,7.475339236566737
1,0.007466778,32,0,0.036435169,5845.0,7,0,0,0,3.0,0,0,0,0,0,0.00093334725,1461.25,8.673512945671192,0.035787102939419196
1,0.25689568,59,0,189.0,6166.0,4,0,0,0,0.0,0,0,0,1,0,0.051379136000000006,6166.0,8.726967774991493,5.247024072160486
1,0.095218096,65,0,2265.0,6166.0,10,0,2,0,0.0,0,0,0,1,0,0.008656190545454545,6166.0,8.726967774991493,7.725771441587952
1,0.071181679,71,0,0.288684336,6300.0,11,0,1,0,0.0,0,0,0,0,0,0.005931806583333333,6300.0,8.748463629942055,0.2536218033535696
0,0.9999999,37,0,0.0,3000.0,0,0,0,1,0.0,0,0,0,0,1,0.9999999,3000.0,8.006700845440367,0.0
1,0.015197729,65,0,0.136655279,12000.0,8,0,1,0,0.0,0,0,0,0,0,0.0016886365555555556,12000.0,9.392745258631441,0.12808998410205716
1,0.137535149,56,0,0.558429839,6648.0,8,0,2,0,1.0,0,0,0,0,0,0.015281683222222222,3324.0,8.802221746402456,0.443678800925087
1,0.10600167,47,0,0.411692845,5729.0,7,0,2,0,2.0,0,0,0,0,0,0.01325020875,1909.6666666666667,8.653470809708786,0.344789583537873
1,0.161811756,55,0,0.041125777,18333.0,11,0,0,1,2.0,0,0,0,0,1,0.013484313,6111.0,9.816512538521721,0.04030260558116923
1,0.192775484,37,0,0.281635374,9000.0,12,0,1,0,2.0,0,0,0,0,0,0.014828883384615384,3000.0,9.105090961257085,0.24813689838675046
1,0.179054168,45,1,0.336498331,9583.0,10,0,2,0,2.0,0,0,0,0,1,0.016277651636363636,3194.3333333333335,9.16785032035523,0.29005300781191923
1,0.093443841,59,0,0.389061094,10000.0,8,0,2,0,0.0,0,0,0,0,0,0.010382649,10000.0,9.210440366976517,0.32862804696619896
1,0.0,34,1,0.221769874,4666.0,4,0,0,0,0.0,0,0,0,0,1,0.0,4666.0,8.448271745949816,0.20030052386619
1,0.576875558,44,1,0.604679064,5000.0,15,0,2,0,3.0,0,0,0,0,1,0.036054722375,1250.0,8.517393171418904,0.4729237764626774
1,0.0,60,0,0.447263017,2995.0,4,0,1,0,0.0,0,0,0,0,0,0.0,2995.0,8.005033344637111,0.36967419823606207
1,0.137117878,49,0,0.494495506,9900.0,11,0,4,0,2.0,0,0,0,0,0,0.011426489833333333,3300.0,9.200391041122515,0.4017886957115732
0,0.941839331,34,0,165.0,4000.0,4,2,0,0,0.0,0,0,0,1,2,0.18836786619999998,4000.0,8.294299608857235,5.111987788356544
1,0.073930433,52,2,0.521593991,4792.0,5,2,0,0,0.0,0,0,0,0,4,0.012321738833333333,4792.0,8.474911799159631,0.41975846366869884
1,0.715747631,67,0,0.325619599,14000.0,13,0,3,0,0.0,0,0,0,0,0,0.05112483078571429,14000.0,9.546884034617925,0.2818799720239365
1,0.264892148,41,0,0.342387949,8098.0,8,0,2,0,2.0,0,0,0,0,0,0.029432460888888887,2699.3333333333335,8.99949587624899,0.2944500794855034
0,1.3662693040650091,34,0,0.096298895,5700.0,2,3,0,1,1.0,0,0,0,0,4,0.5628742513333334,2850.0,8.648396877031582,0.09193986576206531
1,0.374843768,36,0,0.213478612,2477.0,6,0,0,0,0.0,0,0,0,0,0,0.05354910971428572,2477.0,7.815207062189088,0.19349112097769208
0,1.056110684,41,0,1382.0,6000.0,10,0,0,0,0.0,0,0,0,1,0,0.09601006218181819,6000.0,8.699681400989514,7.232010331664759
1,0.043660805,59,0,0.3431911,7100.0,18,0,3,0,0.0,0,0,0,0,0,0.002297937105263158,7100.0,8.867990898182093,0.2950482007914042
1,0.379317392,42,0,0.201550388,8900.0,7,0,1,0,3.0,0,0,0,0,0,0.047414674,2225.0,9.093918908958932,0.18361271289305836
1,0.108958135,34,0,0.158652026,2640.0,7,0,0,0,3.0,0,0,0,0,0,0.013619766875,660.0,7.878912912297133,0.14725728286694129
0,0.546953752,32,0,0.276059565,6110.0,5,0,1,0,2.0,0,0,0,0,0,0.09115895866666666,2036.6666666666667,8.717845704894916,0.24377686486755532
1,0.022960187,78,0,33.0,4968.0,8,0,0,0,0.0,0,0,0,1,0,0.002551131888888889,4968.0,8.51097389160232,3.5263605246161616
1,0.368930001,65,0,0.425809822,5741.0,7,0,2,0,0.0,0,0,0,0,0,0.046116250125,5741.0,8.655562860681009,0.3547399484418662
1,0.226296173,54,0,0.204621208,17700.0,11,0,3,0,2.0,0,0,0,0,0,0.018858014416666666,5900.0,9.781376414141157,0.18616516731676624
1,0.9999999,51,0,43.0,6325.0,0,1,0,0,0.0,0,0,0,1,1,0.9999999,6325.0,8.752423403865594,3.784189633918261
0,1.063793621,46,2,0.122292569,3000.0,2,1,0,1,0.0,0,0,0,0,4,0.3545978736666667,3000.0,8.006700845440367,0.11537352979388112
1,0.607103647,48,0,0.760143198,1675.0,6,0,1,0,1.0,0,0,0,0,0,0.08672909242857142,837.5,7.424165281042028,0.5653951682403117
1,0.9999999,35,0,3888.0,4000.0,4,0,1,0,0.0,0,0,0,1,0,0.19999998000000002,4000.0,8.294299608857235,8.265907334155747
0,0.829351536,41,3,0.279297023,13200.0,7,0,1,0,0.0,0,0,0,0,3,0.103668942,13200.0,9.488047863280759,0.24631072628428705
1,0.101438809,41,1,0.067866517,8000.0,7,0,0,0,1.0,0,0,0,0,1,0.012679851125,4000.0,8.987321812850125,0.06566274864444481
1,0.641190554,47,0,0.501248959,1200.0,5,0,1,0,2.0,0,0,0,0,0,0.10686509233333334,400.0,7.0909098220799835,0.4062974009896676
1,0.961597825,46,2,0.49886374,11000.0,12,0,2,0,2.0,0,0,0,0,2,0.07396906346153846,3666.6666666666665,9.305741456739435,0.40470731438835045
1,0.123759282,52,0,0.532040692,11500.0,13,0,2,0,4.0,0,0,0,0,0,0.008839948714285714,2300.0,9.350189267092581,0.4266006323233553
1,0.884401956,56,1,2476.0,6325.0,7,0,1,0,0.0,0,0,0,1,1,0.1105502445,6325.0,8.752423403865594,7.814803429489359
1,0.24397073,54,0,0.291066959,12783.0,9,0,2,0,2.0,0,0,0,0,0,0.024397073,4261.0,9.455949668006056,0.25546897651486367
1,0.026376518,66,0,0.007810731,8833.0,8,0,0,0,0.0,0,0,0,0,0,0.0029307242222222224,8833.0,9.086363192156472,0.007780385153692725
1,0.001531463,80,0,1.0,4968.0,3,0,0,0,0.0,0,0,0,1,0,0.00038286575,4968.0,8.51097389160232,0.6931471805599453
1,0.507012024,64,2,0.180874247,7800.0,3,0,1,0,0.0,0,0,0,0,2,0.126753006,7800.0,8.962007209588313,0.16625505144420796
1,0.063916697,49,0,0.382861714,10000.0,11,0,3,0,2.0,0,0,0,0,0,0.005326391416666666,3333.3333333333335,9.210440366976517,0.32415505780622134
1,0.0,30,0,0.70812972,2250.0,6,0,1,0,0.0,0,0,0,0,0,0.0,2250.0,7.719129840906732,0.5353990409601902
1,0.202519832,62,0,1976.0,6166.0,4,0,1,0,1.0,0,0,0,1,0,0.0405039664,3083.0,8.726967774991493,7.589335823170617
1,0.643202526,67,2,0.673752057,7291.0,15,0,5,0,0.0,0,0,0,0,2,0.040200157875,7291.0,8.894533135798554,0.5150678469993384
1,0.089659195,26,1,0.11481175,4833.0,6,0,0,0,0.0,0,0,0,0,1,0.012808456428571428,4833.0,8.483429561263428,0.10868555657728679
1,0.245601451,57,1,0.365558222,8750.0,9,0,2,1,1.0,0,0,0,0,2,0.0245601451,4375.0,9.076923258535832,0.311563298884244
1,0.056963366,50,0,0.181626805,17100.0,11,0,2,0,2.0,0,0,0,0,0,0.004746947166666667,5700.0,9.746892220313054,0.1668921373196338
1,0.006852234,88,0,0.000818465,6108.0,4,0,0,0,0.0,0,0,0,0,0,0.0013704467999999998,6108.0,8.717518372649767,0.0008181302401689046
1,0.04749736,55,0,953.0,6325.0,13,0,1,0,0.0,0,0,0,1,0,0.0033926685714285717,6325.0,8.752423403865594,6.860663671448287
0,1.019492026,36,1,0.279520502,8925.0,4,1,1,1,0.0,0,0,0,0,3,0.2038984052,8925.0,9.096723645189215,0.24648539993599125
1,0.0,53,0,0.98385857,1300.0,9,0,1,0,0.0,0,0,0,0,0,0.0,1300.0,7.170888478512505,0.6850437210395065
1,0.65384965,31,0,0.211496407,3200.0,8,0,0,0,0.0,0,0,0,0,0,0.0726499611111111,3200.0,8.071218539969863,0.19185629552510125
1,0.005420615,64,0,0.168624535,6724.0,19,0,2,0,2.0,0,0,0,0,0,0.00027103075,2241.3333333333335,8.81358720447004,0.15582744612574442
1,0.002307574,40,0,0.38408424,5792.0,6,0,1,0,2.0,0,0,0,0,0,0.00032965342857142857,1930.6666666666667,8.664405571096625,0.3250387223951771
1,0.014377836,60,0,0.1055061,6065.0,15,0,1,0,0.0,0,0,0,0,0,0.00089861475,6065.0,8.710454688248527,0.10030323916535994
1,0.06129654,50,0,0.232577869,8250.0,8,0,2,0,0.0,0,0,0,0,0,0.006810726666666666,8250.0,9.018089684104343,0.20910780465497825
0,0.003382562,43,0,0.196780322,10000.0,9,0,1,0,0.0,0,0,0,0,0,0.0003382562,10000.0,9.210440366976517,0.17963488592375726
1,0.034553491,59,1,0.004475764,10500.0,8,0,0,0,0.0,0,0,0,0,1,0.0038392767777777775,10500.0,9.259225769705994,0.004465777555200626
1,0.864735972,74,0,0.902258905,2301.0,5,0,1,0,0.0,0,0,0,0,0,0.14412266199999998,2301.0,7.741533589281828,0.6430420773620003
1,0.9999999,30,0,0.157921039,2000.0,1,0,0,0,1.0,0,0,0,0,0,0.49999995,1000.0,7.601402334583733,0.14662618943388234
1,0.494500367,70,0,0.534966067,10166.0,13,0,7,0,0.0,0,0,0,0,0,0.03532145478571429,10166.0,9.226902460275161,0.42850827460589
1,0.272858571,67,0,0.24207527,8422.0,5,0,2,0,1.0,0,0,0,0,0,0.0454764285,4211.0,9.038721338315364,0.2167835855396813
1,0.665855143,31,0,0.20711327,7000.0,6,0,1,0,2.0,0,0,0,0,0,0.0951221632857143,2333.3333333333335,8.853808274977197,0.18823178195422116
1,0.149142543,42,0,0.259142583,7300.0,7,0,1,0,2.0,0,0,0,0,0,0.018642817875,2433.3333333333335,8.895766604056085,0.230430999642652
1,0.974161034,39,0,0.715925395,7666.0,8,0,3,0,2.0,0,0,0,0,0,0.10824011488888889,2555.3333333333335,8.944680683558895,0.5399525240134311
1,0.691294398,48,0,0.303718363,9600.0,8,0,2,0,1.0,0,0,0,0,0,0.07681048866666668,4800.0,9.169622538697624,0.26522046088309603
1,0.0,33,0,0.077009714,7102.0,3,1,0,0,0.0,0,0,0,0,1,0.0,7102.0,8.86827250899781,0.07418841763218333
1,0.424732604,60,0,0.434960458,11000.0,9,1,3,0,1.0,0,0,0,0,1,0.042473260400000004,5500.0,9.305741456739435,0.3611372934312305
1,0.9999999,35,0,235.0,0.0,4,0,0,0,0.0,0,0,0,0,0,0.19999998000000002,0.0,0.0,5.4638318050256105
1,0.0,67,1,0.599894012,5660.0,18,3,1,0,0.0,0,0,0,0,4,0.0,5660.0,8.64135583403666,0.4699373845516043
0,0.903278307,42,2,0.670865827,5000.0,4,0,1,1,1.0,0,0,0,0,3,0.1806556614,2500.0,8.517393171418904,0.5133419513565235
0,0.9999999,38,0,0.255414909,10664.0,9,0,5,0,0.0,0,0,0,0,0,0.09999999000000001,10664.0,9.274722630905451,0.22746612272690514
1,0.456638992,44,1,0.83958021,2000.0,9,0,2,0,0.0,0,0,0,0,1,0.045663899200000004,2000.0,7.601402334583733,0.6095373988523375
1,0.422718742,78,0,0.301634918,6666.0,8,0,1,0,1.0,0,0,0,0,0,0.04696874911111111,3333.0,8.80492526261806,0.2636211035450297
1,0.0,74,0,0.049868766,8000.0,5,0,0,0,0.0,0,0,0,0,0,0.0,8000.0,8.987321812850125,0.048665171596281025
1,0.003649818,62,1,1587.0,6166.0,7,0,1,0,0.0,0,0,0,1,1,0.00045622725,6166.0,8.726967774991493,7.370230641807081
1,0.268494046,64,0,0.195850519,8000.0,9,0,1,0,2.0,0,0,0,0,0,0.026849404599999998,2666.6666666666665,8.987321812850125,0.17885766360356242
1,0.002066598,41,0,3776.0,6000.0,5,0,2,0,0.0,0,0,0,1,0,0.00034443299999999995,6000.0,8.699681400989514,8.236685322712457
1,0.007514071,44,0,3544.0,6000.0,5,0,1,0,0.0,0,0,0,1,0,0.0012523451666666666,6000.0,8.699681400989514,8.173293438966228
1,0.090842005,40,0,179.0,6000.0,12,0,0,0,0.0,0,0,0,1,0,0.006987846538461539,6000.0,8.699681400989514,5.19295685089021
1,0.5841697,48,0,0.560233612,11471.0,16,0,2,0,1.0,0,0,0,0,0,0.03436292352941177,5735.5,9.347664562839402,0.444835561331893
0,0.962366338,56,1,0.549417512,2660.0,9,0,1,1,0.0,0,0,0,0,2,0.0962366338,2660.0,7.886457270977689,0.43787906159144707
1,0.9999999,52,0,6.180064309,310.0,8,0,2,0,0.0,0,0,0,0,0,0.1111111,310.0,5.739792912179234,1.9713083397052586
1,0.049378346,64,0,2463.0,6166.0,6,0,2,0,0.0,0,0,0,1,0,0.007054049428571428,6166.0,8.726967774991493,7.80954132465341
1,0.230629242,61,0,2621.0,6166.0,10,0,2,0,0.0,0,0,0,1,0,0.020966294727272728,6166.0,8.726967774991493,7.871692664323645
1,0.229045187,45,1,0.545745941,14350.0,22,0,4,0,1.0,0,0,0,0,1,0.009958486391304349,7175.0,9.571574905170932,0.43550660354334075
1,0.048278817,65,0,1502.0,6166.0,5,0,1,0,0.0,0,0,0,1,0,0.0080464695,6166.0,8.726967774991493,7.315218389752975
1,0.100312241,41,0,4.562874251,834.0,6,0,2,0,0.0,0,0,0,0,0,0.014330320142857142,834.0,6.727431724850855,1.71611492630774
1,0.051602453,59,0,0.220912792,14000.0,13,0,2,0,1.0,0,0,0,0,0,0.0036858895,7000.0,9.546884034617925,0.19959876915437003
1,0.031684837,63,0,799.0,6166.0,12,0,1,0,0.0,0,0,0,1,0,0.002437295153846154,6166.0,8.726967774991493,6.684611727667927
1,0.221552577,49,0,1433.0,6325.0,5,0,1,0,2.0,0,0,0,1,0,0.0369254295,2108.3333333333335,8.752423403865594,7.2682230211595655
1,0.377831367,39,9,1815.0,4000.0,10,0,0,0,0.0,0,0,0,1,9,0.03434830609090909,4000.0,8.294299608857235,7.504391559161238
1,0.02144658,67,0,0.815610003,3958.0,14,0,2,0,0.0,0,0,0,0,0,0.001429772,3958.0,8.28374674710613,0.5964215010584487
1,0.369003824,50,0,0.502302968,7815.0,14,0,1,0,0.0,0,0,0,0,0,0.024600254933333333,7815.0,8.96392819372262,0.4069992427216454
1,0.9999999,28,0,0.344852412,4166.0,7,0,1,0,1.0,0,0,0,0,0,0.1249999875,2083.0,8.334951631422454,0.2962842761779131
0,1.323274236,41,1,0.329169269,1600.0,8,0,0,2,2.0,0,0,0,0,3,0.14703047066666666,533.3333333333334,7.3783837129967145,0.2845541373092752
1,0.9999999,65,0,536.0,6166.0,1,0,1,0,0.0,0,0,0,1,0,0.49999995,6166.0,8.726967774991493,6.285998094508865
1,0.0,37,0,0.449179424,7250.0,6,0,2,0,0.0,0,0,0,0,0,0.0,7250.0,8.888894669371593,0.3709974817596848
1,0.334115155,37,2,0.354262379,1958.0,8,0,0,0,0.0,0,0,0,0,2,0.03712390611111111,1958.0,7.580189417944541,0.30325693636696444
1,0.0,54,0,4.0,6325.0,4,0,0,0,0.0,0,0,0,1,0,0.0,6325.0,8.752423403865594,1.6094379124341003
1,0.925893006,68,0,0.369871043,1705.0,4,0,0,0,0.0,0,0,0,0,0,0.18517860120000001,1705.0,7.441906728051625,0.31471660621252234
1,0.014702861,53,0,0.353456864,5018.0,7,0,1,0,3.0,0,0,0,0,0,0.001837857625,1254.5,8.520985989654934,0.3026619595976078
1,0.000666643,48,0,0.0,6000.0,2,0,0,0,0.0,0,0,0,1,0,0.00022221433333333333,6000.0,8.699681400989514,0.0
1,0.0,36,0,0.562788744,11904.0,10,0,4,0,2.0,0,0,0,0,0,0.0,3968.0,9.384713758920963,0.44647188171571245
0,1.153996101,47,0,0.182623366,9483.0,8,1,0,1,2.0,0,0,0,0,2,0.128221789,3161.0,9.157361447185297,0.16773516236938907
1,0.016874541,34,0,1554.0,4000.0,6,0,1,0,0.0,0,0,0,1,0,0.0024106487142857144,4000.0,8.294299608857235,7.349230824613334
1,0.035473293,83,0,0.223475259,4344.0,6,0,2,0,0.0,0,0,0,0,0,0.005067613285714286,4344.0,8.376781037699493,0.20169538220042307
1,0.064724223,58,0,3058.0,6166.0,6,0,2,0,0.0,0,0,0,1,0,0.009246317571428572,6166.0,8.726967774991493,8.025843344150903
1,0.024674383,66,1,0.430011198,6250.0,13,0,1,0,0.0,0,0,0,0,1,0.0017624559285714287,6250.0,8.740496729931813,0.35768227501038635
1,0.025304243,58,0,0.32889037,3000.0,13,0,1,0,0.0,0,0,0,0,0,0.0018074459285714287,3000.0,8.006700845440367,0.28434428573414017
1,0.258163917,62,0,0.36030168,2916.0,13,0,0,0,0.0,0,0,0,0,0,0.018440279785714286,2916.0,7.978310969867722,0.307706498678171
1,0.350091476,60,0,0.362815884,5539.0,7,0,1,0,0.0,0,0,0,0,0,0.0437614345,5539.0,8.61974977974133,0.309553062152072
