loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,target,credit_age_years
10000.0, 36 months,9.16,318.75,B,B2,10,RENT,35000.0,Not Verified,credit_card,34.98,1.0,0.0,14.0,1.0,11335.0,72.2,28.0,1,36
20800.0, 36 months,18.99,762.35,D,D3,0,RENT,41600.0,Verified,debt_consolidation,19.22,0.0,1.0,16.0,0.0,19574.0,48.6,34.0,0,27
4000.0, 36 months,16.02,140.67,C,C5,7,RENT,35000.0,Not Verified,other,23.01,0.0,3.0,7.0,0.0,9975.0,88.0,9.0,0,22
3500.0, 36 months,13.99,119.61,C,C3,0,RENT,27000.0,Source Verified,other,4.71,0.0,0.0,12.0,0.0,1826.0,91.3,14.0,0,17
9000.0, 36 months,8.9,285.78,A,A5,0,RENT,150000.0,Verified,debt_consolidation,7.04,1.0,1.0,5.0,0.0,10427.0,31.2,22.0,0,29
16000.0, 36 months,21.6,589.79,E,E3,2,MORTGAGE,70000.0,Not Verified,other,2.62,0.0,2.0,6.0,0.0,1493.0,11.9,11.0,0,31
10600.0, 36 months,12.12,352.68,B,B3,6,MORTGAGE,35000.0,Not Verified,debt_consolidation,20.06,0.0,0.0,6.0,1.0,10247.0,45.7,13.0,0,35
14675.0, 36 months,13.05,494.82,B,B5,0,RENT,42500.0,Verified,credit_card,21.86,0.0,0.0,17.0,0.0,20500.0,64.5,20.0,1,41
5000.0, 36 months,10.91,163.49,B,B4,0,RENT,29000.0,Source Verified,debt_consolidation,13.2,0.0,0.0,11.0,0.0,6957.0,52.7,15.0,1,22
20800.0, 60 months,15.05,495.38,C,C4,10,MORTGAGE,110250.0,Source Verified,debt_consolidation,8.09,0.0,0.0,12.0,3.0,20953.0,89.5,13.0,0,24
24350.0, 60 months,17.57,612.65,D,D4,8,RENT,58000.0,Verified,debt_consolidation,26.79,0.0,1.0,9.0,0.0,6306.0,36.9,23.0,1,23
14000.0, 36 months,15.59,489.37,C,C5,10,MORTGAGE,102000.0,Verified,debt_consolidation,28.35,0.0,0.0,14.0,0.0,12538.0,47.9,18.0,1,21
21100.0, 36 months,22.74,813.92,E,E1,10,RENT,67000.0,Source Verified,credit_card,20.8,0.0,0.0,12.0,0.0,18472.0,69.2,16.0,1,30
30000.0, 60 months,15.8,726.36,C,C3,10,MORTGAGE,82777.0,Verified,debt_consolidation,14.48,0.0,0.0,15.0,0.0,13723.0,44.7,37.0,1,28
18200.0, 36 months,10.99,595.76,B,B2,8,RENT,82000.0,Not Verified,credit_card,17.91,0.0,0.0,10.0,0.0,13335.0,71.7,17.0,0,25
16000.0, 36 months,7.69,499.1,A,A4,2,MORTGAGE,156330.0,Source Verified,home_improvement,5.59,0.0,1.0,10.0,0.0,16141.0,18.5,32.0,0,40
6500.0, 36 months,12.49,217.42,B,B5,3,MORTGAGE,85000.0,Not Verified,home_improvement,15.62,0.0,0.0,8.0,0.0,2900.0,39.2,16.0,0,25
6000.0, 36 months,11.14,196.84,B,B2,10,MORTGAGE,35000.0,Not Verified,home_improvement,22.77,0.0,0.0,11.0,1.0,10523.0,58.1,22.0,1,31
35000.0, 60 months,18.45,897.37,D,D2,6,RENT,83000.0,Verified,other,12.0,0.0,1.0,12.0,0.0,22532.0,40.0,18.0,1,23
35000.0, 60 months,16.99,869.66,D,D3,7,MORTGAGE,85000.0,Verified,debt_consolidation,39.83,0.0,1.0,12.0,0.0,40474.875,39.5,58.0,0,27
4800.0, 36 months,12.99,161.71,B,B4,9,RENT,60000.0,Not Verified,other,24.08,0.0,2.0,13.0,0.0,10125.0,20.1,33.0,0,25
20000.0, 60 months,15.8,484.24,C,C3,10,MORTGAGE,106000.0,Verified,credit_card,12.49,1.0,2.0,15.0,0.0,21867.0,71.7,32.0,1,33
24000.0, 60 months,19.52,629.47,E,E3,0,MORTGAGE,121000.0,Verified,debt_consolidation,17.56,0.0,1.0,12.0,0.0,40474.875,81.8,29.0,0,34
11200.0, 60 months,13.99,260.55,C,C4,8,RENT,35000.0,Verified,debt_consolidation,36.42,0.0,0.0,19.0,0.0,4624.0,25.1,26.0,1,18
7500.0, 36 months,23.13,290.84,F,F1,10,RENT,25415.0,Source Verified,credit_card,34.39,0.0,0.0,10.0,0.0,10137.0,48.5,19.0,1,18
10000.0, 36 months,18.85,365.81,D,D3,10,MORTGAGE,35000.0,Source Verified,small_business,7.61,0.0,2.0,11.0,0.0,8342.0,27.3,16.0,0,27
14000.0, 36 months,9.93,451.29,B,B2,10,MORTGAGE,60000.0,Not Verified,debt_consolidation,11.22,0.0,1.0,11.0,1.0,6987.0,33.0,20.0,0,28
5000.0, 36 months,22.91,193.32,E,E1,0,RENT,41000.0,Not Verified,debt_consolidation,4.89,0.0,0.0,18.0,0.0,561.0,5.8,18.0,1,14
6400.0, 36 months,11.53,211.14,B,B5,1,RENT,52000.0,Verified,debt_consolidation,30.23,2.0,0.0,15.0,0.0,9387.0,82.3,45.0,1,25
28000.0, 36 months,15.99,984.26,C,C5,10,MORTGAGE,152000.0,Verified,debt_consolidation,11.95,0.0,4.0,24.0,0.0,10909.0,18.0,40.0,0,30
13025.0, 36 months,14.49,448.27,C,C4,5,RENT,31666.0,Not Verified,debt_consolidation,17.97,0.0,2.0,11.0,0.0,1862.0,6.7,23.0,0,17
32500.0, 36 months,17.99,1174.79,D,D2,8,RENT,156330.0,Verified,home_improvement,29.82,3.0,2.0,14.0,0.0,5431.0,22.2,23.0,1,16
20000.0, 60 months,13.33,458.45,C,C3,7,RENT,100000.0,Source Verified,credit_card,15.37,0.0,2.0,24.0,1.0,26308.0,52.0,33.0,1,26
10000.0, 36 months,8.39,315.17,B,B1,0,RENT,150000.0,Not Verified,other,25.78,1.0,0.0,16.0,0.0,35200.0,66.8,42.0,1,40
8000.0, 36 months,10.75,260.97,B,B4,10,RENT,40000.0,Verified,debt_consolidation,9.56,2.0,0.0,24.0,0.0,13091.0,28.6,44.0,0,52
10000.0, 36 months,13.44,339.07,C,C3,10,MORTGAGE,64000.0,Not Verified,debt_consolidation,39.7,2.0,0.0,21.0,0.0,21040.0,35.3,36.0,0,25
5500.0, 36 months,11.49,181.35,B,B5,10,RENT,35000.0,Verified,debt_consolidation,33.33,0.0,1.0,6.0,0.0,5618.0,74.9,11.0,1,27
14400.0, 36 months,6.03,438.28,A,A1,1,MORTGAGE,69000.0,Not Verified,credit_card,21.88,0.0,0.0,12.0,1.0,9331.0,61.8,45.0,0,32
22800.0, 36 months,18.75,832.88,D,D3,10,MORTGAGE,60320.0,Verified,credit_card,29.56,1.0,2.0,9.0,0.0,24705.0,77.2,15.0,1,29
5300.0, 36 months,7.89,165.82,A,A5,3,RENT,25000.0,Not Verified,debt_consolidation,13.15,0.0,0.0,10.0,0.0,4903.0,52.7,14.0,0,19
3500.0, 36 months,16.55,124.01,D,D2,2,RENT,51000.0,Source Verified,other,25.34,2.0,0.0,12.0,0.0,5466.0,62.8,25.0,0,22
25000.0, 60 months,16.55,615.29,D,D2,1,OWN,115320.0,Not Verified,debt_consolidation,33.29,0.0,0.0,12.0,0.0,40474.875,91.6,23.0,1,42
8000.0, 36 months,12.39,267.21,C,C1,3,RENT,70000.0,Source Verified,credit_card,31.02,1.0,1.0,27.0,0.0,22428.0,56.6,47.0,1,29
28000.0, 36 months,5.32,843.22,A,A1,8,MORTGAGE,140000.0,Source Verified,home_improvement,9.83,1.0,1.0,14.0,0.0,40474.875,25.3,36.0,0,24
8000.0, 36 months,10.91,261.57,B,B4,10,MORTGAGE,95000.0,Verified,debt_consolidation,28.13,0.0,0.0,16.0,0.0,23697.0,44.9,44.0,0,23
10000.0, 36 months,12.88,336.37,C,C2,10,MORTGAGE,54000.0,Source Verified,debt_consolidation,24.58,0.0,1.0,23.0,0.0,15608.0,59.1,48.0,0,25
28000.0, 36 months,5.32,843.22,A,A1,10,MORTGAGE,145000.0,Not Verified,credit_card,21.42,0.0,0.0,11.0,0.0,40474.875,55.7,32.0,0,34
9000.0, 36 months,13.99,307.56,C,C4,2,MORTGAGE,85000.0,Verified,debt_consolidation,15.57,0.0,1.0,5.0,0.0,15430.0,93.5,15.0,0,19
14425.0, 36 months,27.49,592.71,F,F4,10,MORTGAGE,56000.0,Source Verified,debt_consolidation,21.6,0.0,2.0,8.0,0.0,5309.0,75.8,17.0,0,21
20000.0, 60 months,16.99,496.95,D,D3,6,RENT,42000.0,Source Verified,credit_card,32.38,0.0,0.0,12.0,0.0,13311.0,78.3,19.0,1,20
6625.0, 36 months,8.6,209.45,A,A4,1,MORTGAGE,65000.0,Verified,debt_consolidation,11.54,0.0,2.0,8.0,0.0,920.0,13.7,28.0,0,39
10000.0, 36 months,12.69,335.45,C,C2,10,RENT,62000.0,Verified,debt_consolidation,32.2,0.0,0.0,13.0,0.0,35586.0,92.7,28.0,1,23
6800.0, 36 months,12.74,228.27,C,C1,0,MORTGAGE,34700.0,Verified,credit_card,19.32,0.0,0.0,6.0,1.0,8351.0,87.0,11.0,1,23
29325.0, 36 months,9.17,934.85,B,B2,10,MORTGAGE,139256.0,Verified,credit_card,39.77,0.0,0.0,19.0,0.0,34348.0,64.2,34.0,0,36
12000.0, 36 months,12.29,400.24,C,C1,10,OWN,55000.0,Not Verified,debt_consolidation,25.66,0.0,1.0,13.0,0.0,12561.0,42.9,23.0,0,24
20000.0, 36 months,9.92,644.6,B,B2,0,RENT,145000.0,Not Verified,debt_consolidation,36.35,0.0,0.0,15.0,0.0,7360.0,11.8,43.0,0,33
16000.0, 60 months,14.49,376.37,C,C4,8,OWN,45000.0,Source Verified,debt_consolidation,29.52,2.0,1.0,8.0,0.0,12891.0,81.6,16.0,1,22
10000.0, 36 months,12.12,332.72,B,B3,2,MORTGAGE,156330.0,Not Verified,debt_consolidation,6.12,0.0,1.0,8.0,0.0,8830.0,76.1,29.0,1,32
15000.0, 60 months,21.99,414.2,F,F1,6,MORTGAGE,75000.0,Source Verified,debt_consolidation,7.04,0.0,0.0,12.0,0.0,4730.0,24.3,18.0,0,21
10000.0, 36 months,10.49,324.98,B,B3,0,OWN,35000.0,Source Verified,credit_card,37.06,1.0,1.0,11.0,0.0,27089.0,56.7,32.0,1,52
2000.0, 36 months,14.08,68.44,C,C3,2,RENT,7200.0,Source Verified,debt_consolidation,4.33,1.0,0.0,6.0,0.0,1292.0,38.0,7.0,1,14
11200.0, 36 months,11.39,368.75,B,B3,10,RENT,72000.0,Source Verified,credit_card,13.47,1.0,0.0,7.0,0.0,10051.0,79.1,16.0,0,20
10450.0, 60 months,18.84,270.16,E,E2,5,RENT,43014.0,Verified,major_purchase,12.44,0.0,0.0,6.0,0.0,7921.0,80.0,7.0,1,23
7200.0, 36 months,11.67,238.01,B,B4,8,MORTGAGE,56500.0,Source Verified,debt_consolidation,31.05,0.0,0.0,16.0,1.0,9714.0,40.8,39.0,0,48
12000.0, 60 months,12.59,270.53,C,C2,10,RENT,48500.0,Source Verified,debt_consolidation,18.09,0.0,0.0,13.0,0.0,10457.0,36.1,17.0,1,20
6000.0, 36 months,8.18,188.52,B,B1,2,RENT,33000.0,Source Verified,other,16.58,0.0,0.0,12.0,2.0,982.0,6.2,25.0,0,22
35000.0, 36 months,9.8,1126.07,B,B3,10,MORTGAGE,120000.0,Verified,credit_card,16.79,0.0,1.0,9.0,0.0,40474.875,80.3,31.0,0,27
2300.0, 36 months,9.16,73.32,B,B2,2,MORTGAGE,32000.0,Not Verified,debt_consolidation,5.4,1.0,0.0,8.0,0.0,2683.0,27.9,14.0,0,31
10000.0, 36 months,9.44,320.05,B,B1,8,MORTGAGE,100000.0,Not Verified,other,8.39,0.0,0.0,4.0,0.0,6180.0,63.1,18.0,0,17
5000.0, 36 months,12.99,168.45,C,C2,2,RENT,30000.0,Source Verified,other,20.84,0.0,0.0,7.0,0.0,447.0,14.0,9.0,0,14
24000.0, 36 months,5.32,722.76,A,A1,2,MORTGAGE,156330.0,Source Verified,debt_consolidation,7.05,0.0,0.0,12.0,0.0,13703.0,60.6,31.0,0,27
14400.0, 36 months,20.31,537.44,D,D5,0,RENT,38400.0,Verified,credit_card,17.81,0.0,1.0,4.0,0.0,11061.0,96.2,12.0,1,27
10000.0, 60 months,10.99,217.38,B,B4,0,RENT,60000.0,Verified,debt_consolidation,12.08,0.0,0.0,7.0,0.0,6783.0,61.7,12.0,0,17
21000.0, 60 months,14.46,493.66,C,C4,3,RENT,96000.0,Source Verified,credit_card,10.68,1.0,0.0,13.0,0.0,21430.0,74.4,14.0,1,14
22000.0, 36 months,10.42,714.23,B,B3,7,RENT,65692.0,Source Verified,vacation,39.49,0.0,0.0,23.0,0.0,27008.0,22.1,29.0,1,17
18000.0, 60 months,11.99,400.31,C,C1,10,MORTGAGE,72000.0,Source Verified,debt_consolidation,33.58,0.0,0.0,19.0,0.0,12248.0,41.1,40.0,1,34
8000.0, 36 months,12.49,267.6,B,B5,7,MORTGAGE,52000.0,Not Verified,credit_card,29.0,1.0,1.0,13.0,0.0,11182.0,59.5,51.0,0,39
4000.0, 36 months,10.42,129.86,B,B3,10,RENT,77000.0,Not Verified,other,20.11,0.0,0.0,10.0,0.0,18899.0,91.7,15.0,0,33
6000.0, 36 months,14.33,206.03,C,C1,4,RENT,50000.0,Not Verified,debt_consolidation,12.55,0.0,2.0,7.0,0.0,16414.0,58.8,18.0,1,41
4800.0, 36 months,13.58,163.08,C,C2,10,MORTGAGE,42000.0,Source Verified,medical,36.8,0.0,0.0,15.0,0.0,11170.0,61.4,22.0,0,17
7000.0, 36 months,11.53,230.94,B,B5,1,RENT,40250.0,Not Verified,debt_consolidation,13.24,1.0,0.0,21.0,1.0,7487.0,90.2,38.0,0,36
17475.0, 36 months,13.18,590.32,C,C3,6,RENT,38000.0,Verified,credit_card,22.77,0.0,0.0,12.0,0.0,11195.0,31.3,21.0,1,27
20250.0, 60 months,17.57,509.5,D,D4,7,RENT,55000.0,Source Verified,debt_consolidation,18.32,0.0,0.0,5.0,0.0,9373.0,75.0,26.0,0,23
10000.0, 36 months,12.99,336.9,C,C2,0,OWN,31359.8,Verified,credit_card,29.97,0.0,0.0,10.0,0.0,30360.0,53.5,25.0,1,41
18300.0, 36 months,13.35,619.69,C,C2,0,OWN,40800.0,Verified,debt_consolidation,32.56,0.0,0.0,14.0,0.0,19857.0,52.4,27.0,0,41
9600.0, 36 months,5.32,289.11,A,A1,5,MORTGAGE,156330.0,Not Verified,debt_consolidation,5.5,0.0,1.0,8.0,0.0,40474.875,43.4,13.0,0,23
10000.0, 36 months,10.15,323.38,B,B2,5,RENT,46000.0,Not Verified,debt_consolidation,9.94,0.0,0.0,4.0,0.0,2462.0,35.2,5.0,0,18
22000.0, 36 months,9.99,709.78,B,B3,10,MORTGAGE,108000.0,Verified,credit_card,22.87,1.0,0.0,22.0,0.0,40474.875,76.0,44.0,0,41
12000.0, 36 months,11.49,395.66,B,B5,6,RENT,90500.0,Source Verified,debt_consolidation,17.23,0.0,0.0,7.0,1.0,2033.0,88.4,14.0,1,28
18000.0, 36 months,6.99,555.71,A,A2,1,MORTGAGE,112000.0,Not Verified,credit_card,18.95,0.0,1.0,11.0,0.0,12026.0,56.7,19.0,0,23
30000.0, 36 months,16.59,1063.48,D,D2,7,OWN,87000.0,Source Verified,home_improvement,24.63,0.0,2.0,28.0,0.0,28702.0,51.0,59.0,0,21
7200.0, 36 months,9.93,232.09,B,B2,1,RENT,156330.0,Not Verified,debt_consolidation,11.33,0.0,0.0,5.0,0.0,37809.0,99.5,20.0,0,20
7200.0, 36 months,18.55,262.29,E,E2,10,MORTGAGE,40000.0,Verified,credit_card,22.14,0.0,1.0,8.0,0.0,15395.0,82.0,21.0,1,28
7750.0, 36 months,25.78,311.35,F,F5,3,RENT,42000.0,Verified,small_business,27.14,0.0,0.0,4.0,0.0,18.0,1.4,9.0,1,20
9000.0, 36 months,23.43,350.41,F,F1,2,MORTGAGE,60000.0,Verified,other,10.72,0.0,1.0,4.0,1.0,1500.0,25.0,21.0,0,24
18000.0, 60 months,17.99,456.99,D,D2,4,RENT,79000.0,Source Verified,home_improvement,12.26,0.0,1.0,9.0,0.0,7528.0,24.1,9.0,1,13
22500.0, 60 months,28.69,709.96,F,F1,8,MORTGAGE,45000.0,Source Verified,debt_consolidation,6.35,0.0,1.0,7.0,0.0,1271.0,16.9,15.0,1,23
14400.0, 36 months,6.49,441.29,A,A2,0,MORTGAGE,80000.0,Verified,credit_card,34.56,0.0,0.0,17.0,0.0,40474.875,54.0,33.0,0,25
10000.0, 60 months,14.65,236.07,C,C5,10,OWN,90000.0,Source Verified,debt_consolidation,18.52,0.0,2.0,13.0,0.0,16732.0,58.5,28.0,1,32
8825.0, 36 months,11.99,293.08,B,B5,0,MORTGAGE,32000.0,Source Verified,debt_consolidation,15.64,4.0,0.0,6.0,0.0,6890.0,33.8,36.0,0,48
11200.0, 60 months,23.99,322.14,F,F2,8,MORTGAGE,60000.0,Not Verified,medical,23.36,5.0,1.0,11.0,0.0,6985.0,79.4,35.0,0,27
10000.0, 36 months,12.69,335.45,C,C2,4,MORTGAGE,140000.0,Not Verified,home_improvement,15.83,0.0,1.0,12.0,0.0,18464.0,72.1,23.0,0,23
10000.0, 36 months,11.99,332.1,B,B5,5,MORTGAGE,50000.0,Source Verified,credit_card,8.48,0.0,0.0,13.0,0.0,7310.0,46.6,16.0,0,17
10000.0, 36 months,15.61,349.65,D,D1,0,RENT,45000.0,Verified,debt_consolidation,31.15,1.0,0.0,7.0,0.0,2468.0,37.4,19.0,1,20
2400.0, 36 months,9.99,77.43,B,B1,0,RENT,100000.0,Source Verified,debt_consolidation,1.54,0.0,0.0,4.0,0.0,1030.0,93.6,12.0,0,32
30000.0, 36 months,11.53,989.71,B,B5,10,MORTGAGE,135000.0,Verified,credit_card,15.91,0.0,0.0,15.0,0.0,27954.0,66.4,19.0,0,20
20000.0, 36 months,16.02,703.34,C,C5,10,RENT,119200.0,Verified,debt_consolidation,29.26,0.0,0.0,9.0,0.0,22716.0,63.5,18.0,1,27
20000.0, 36 months,7.35,620.75,A,A4,5,MORTGAGE,130000.0,Source Verified,debt_consolidation,4.6,0.0,1.0,13.0,0.0,686.0,1.4,24.0,0,19
18000.0, 36 months,6.49,551.61,A,A2,0,RENT,45000.0,Source Verified,debt_consolidation,13.04,0.0,0.0,8.0,0.0,18096.0,49.9,12.0,0,32
3250.0, 60 months,16.29,79.54,C,C4,2,RENT,38000.0,Verified,debt_consolidation,21.03,0.0,2.0,7.0,1.0,1456.0,85.6,10.0,1,26
25000.0, 60 months,17.97,634.43,D,D1,5,RENT,35000.0,Not Verified,debt_consolidation,19.09,0.0,2.0,10.0,0.0,4696.0,41.6,18.0,1,14
17700.0, 60 months,20.99,478.75,E,E4,5,RENT,44305.0,Source Verified,credit_card,26.16,0.0,0.0,4.0,0.0,22449.0,99.3,5.0,1,23
12000.0, 36 months,8.18,377.04,B,B1,10,MORTGAGE,70600.0,Verified,debt_consolidation,25.45,0.0,1.0,14.0,1.0,14793.0,77.9,36.0,1,27
25000.0, 60 months,10.42,536.36,B,B3,0,MORTGAGE,50000.0,Not Verified,home_improvement,27.96,1.0,0.0,11.0,1.0,6040.0,27.0,26.0,1,27
5700.0, 36 months,11.98,189.27,B,B5,9,RENT,45000.0,Source Verified,debt_consolidation,33.6,0.0,0.0,14.0,1.0,10468.0,26.8,22.0,0,15
35000.0, 60 months,25.89,1045.64,G,G3,10,OWN,150000.0,Source Verified,vacation,8.74,0.0,1.0,6.0,0.0,14439.0,64.2,13.0,1,16
8000.0, 36 months,12.99,269.52,B,B4,10,MORTGAGE,25000.0,Verified,debt_consolidation,18.14,1.0,0.0,7.0,0.0,12011.0,79.5,16.0,0,31
15000.0, 60 months,15.61,361.67,C,C5,10,MORTGAGE,51000.0,Verified,major_purchase,25.39,0.0,4.0,9.0,1.0,2701.0,25.0,26.0,0,26
15000.0, 60 months,14.49,352.85,C,C4,5,RENT,65000.0,Source Verified,credit_card,22.05,2.0,0.0,12.0,0.0,10123.0,80.3,18.0,0,21
3000.0, 36 months,14.08,102.65,C,C3,7,MORTGAGE,45000.0,Source Verified,credit_card,17.28,0.0,1.0,11.0,0.0,10559.0,54.1,36.0,1,18
9000.0, 36 months,11.39,296.32,B,B3,10,RENT,55000.0,Not Verified,debt_consolidation,24.92,0.0,2.0,10.0,0.0,7239.0,36.7,44.0,0,23
10000.0, 36 months,6.97,308.64,A,A3,7,MORTGAGE,80000.0,Not Verified,home_improvement,6.27,0.0,1.0,12.0,1.0,5657.0,22.9,23.0,0,22
10800.0, 36 months,6.99,333.43,A,A2,2,MORTGAGE,72000.0,Not Verified,debt_consolidation,28.17,0.0,0.0,15.0,0.0,6906.0,24.6,29.0,0,34
10000.0, 36 months,7.39,310.56,A,A4,2,MORTGAGE,78000.0,Source Verified,home_improvement,1.15,0.0,0.0,3.0,0.0,2211.0,21.9,11.0,0,22
15000.0, 36 months,11.47,494.43,B,B5,2,MORTGAGE,34000.0,Verified,debt_consolidation,15.64,0.0,0.0,8.0,0.0,17046.0,62.2,17.0,1,24
25000.0, 36 months,14.07,855.3,C,C3,2,RENT,80000.0,Source Verified,debt_consolidation,15.2,0.0,0.0,6.0,0.0,11637.0,26.8,8.0,1,15
35000.0, 60 months,20.0,927.29,D,D4,10,MORTGAGE,128000.0,Verified,debt_consolidation,20.33,0.0,2.0,15.0,0.0,16446.0,39.0,48.0,1,28
8000.0, 36 months,12.29,266.83,C,C1,6,RENT,37000.0,Not Verified,credit_card,16.7,0.0,1.0,9.0,0.0,8839.0,36.8,10.0,0,16
28000.0, 36 months,7.89,876.0,A,A5,10,MORTGAGE,156330.0,Verified,credit_card,10.6,0.0,1.0,21.0,0.0,40474.875,72.0,47.0,0,32
26050.0, 36 months,14.49,896.54,C,C4,2,MORTGAGE,80000.0,Source Verified,home_improvement,23.69,0.0,2.0,12.0,1.0,9136.0,52.5,28.0,1,41
13650.0, 36 months,17.86,492.53,D,D5,2,RENT,93000.0,Not Verified,credit_card,24.15,3.0,0.0,23.0,1.0,2678.0,66.9,41.0,1,20
15000.0, 36 months,7.89,469.29,A,A5,5,MORTGAGE,48000.0,Not Verified,other,4.1,0.0,1.0,8.0,0.0,4320.0,7.9,10.0,0,35
25125.0, 60 months,20.99,679.58,E,E5,5,MORTGAGE,76000.0,Source Verified,debt_consolidation,37.43,1.0,3.0,18.0,0.0,16435.0,68.8,48.0,1,33
9600.0, 36 months,11.14,314.93,B,B2,2,RENT,42000.0,Not Verified,debt_consolidation,15.71,0.0,1.0,23.0,0.0,9451.0,28.0,37.0,0,22
35000.0, 60 months,12.99,796.18,C,C2,10,OWN,130000.0,Verified,debt_consolidation,13.03,0.0,1.0,12.0,0.0,20018.0,57.5,26.0,0,27
12000.0, 60 months,20.75,322.96,E,E2,0,RENT,60000.0,Source Verified,debt_consolidation,5.62,0.0,1.0,4.0,0.0,8044.0,98.1,7.0,0,32
10800.0, 36 months,12.69,362.29,C,C2,6,OWN,80000.0,Source Verified,debt_consolidation,21.27,0.0,2.0,14.0,0.0,16418.0,30.2,17.0,0,22
25000.0, 60 months,13.99,581.58,C,C4,10,MORTGAGE,103000.0,Not Verified,home_improvement,25.82,0.0,0.0,19.0,0.0,40474.875,59.1,45.0,1,42
8675.0, 36 months,22.15,331.98,E,E5,5,RENT,80000.0,Verified,debt_consolidation,17.78,0.0,3.0,13.0,0.0,1796.0,14.8,20.0,1,20
4200.0, 36 months,10.78,137.07,B,B4,4,MORTGAGE,42500.0,Not Verified,debt_consolidation,33.35,0.0,0.0,10.0,0.0,4632.0,24.1,19.0,0,27
11000.0, 36 months,6.03,334.8,A,A1,10,RENT,82000.0,Source Verified,credit_card,3.43,0.0,0.0,6.0,0.0,11103.0,34.2,27.0,0,31
3000.0, 36 months,10.99,98.21,B,B4,2,RENT,49000.0,Not Verified,credit_card,10.97,0.0,1.0,5.0,1.0,4515.0,92.0,14.0,0,25
10000.0, 36 months,6.17,305.0,A,A3,4,RENT,50000.0,Verified,credit_card,17.06,0.0,0.0,7.0,0.0,9843.0,65.6,21.0,0,27
9125.0, 36 months,18.84,333.75,E,E2,0,RENT,65000.0,Source Verified,debt_consolidation,15.45,0.0,1.0,9.0,0.0,7311.0,74.6,12.0,0,37
9650.0, 36 months,16.99,344.01,D,D1,2,RENT,29000.0,Verified,debt_consolidation,30.96,0.0,0.0,9.0,1.0,2365.0,28.5,14.0,0,29
20000.0, 60 months,9.99,424.85,B,B3,10,MORTGAGE,49000.0,Not Verified,debt_consolidation,19.84,1.0,1.0,7.0,0.0,16816.0,53.0,14.0,0,19
12500.0, 36 months,12.39,417.52,C,C1,3,MORTGAGE,38000.0,Not Verified,credit_card,29.47,0.0,0.0,7.0,0.0,33825.0,79.8,14.0,0,34
13000.0, 36 months,13.35,440.22,C,C2,3,RENT,75000.0,Not Verified,debt_consolidation,15.65,0.0,2.0,14.0,0.0,13931.0,43.7,20.0,0,18
6000.0, 60 months,12.69,135.57,B,B5,0,RENT,81000.0,Source Verified,major_purchase,13.66,1.0,0.0,6.0,0.0,15102.0,50.0,17.0,0,22
24000.0, 60 months,14.31,562.31,C,C4,10,MORTGAGE,85000.0,Source Verified,debt_consolidation,10.46,0.0,1.0,7.0,0.0,18826.0,71.6,11.0,1,31
4875.0, 36 months,9.76,156.76,B,B3,8,MORTGAGE,55000.0,Source Verified,debt_consolidation,3.99,3.0,1.0,11.0,0.0,3599.0,34.0,23.0,0,23
6500.0, 36 months,13.58,220.84,C,C2,0,RENT,30000.0,Not Verified,other,25.52,0.0,0.0,4.0,0.0,2172.0,33.4,10.0,0,15
9600.0, 36 months,18.25,348.27,D,D3,4,RENT,90000.0,Not Verified,debt_consolidation,10.19,1.0,1.0,9.0,1.0,4059.0,51.4,28.0,0,28
8000.0, 36 months,18.55,291.44,E,E2,2,RENT,29000.0,Verified,medical,32.08,0.0,4.0,34.0,0.0,9812.0,40.2,46.0,1,28
24000.0, 36 months,10.99,785.62,B,B4,5,MORTGAGE,94000.0,Source Verified,credit_card,11.63,0.0,1.0,8.0,0.0,14786.0,99.9,18.0,0,36
10000.0, 36 months,14.09,342.22,B,B5,2,MORTGAGE,89000.0,Not Verified,debt_consolidation,17.61,0.0,0.0,9.0,0.0,13140.0,90.6,22.0,0,25
28000.0, 36 months,14.49,963.66,C,C4,5,RENT,90000.0,Source Verified,small_business,34.45,0.0,0.0,10.0,0.0,30038.0,59.4,19.0,1,17
3500.0, 36 months,27.31,143.48,G,G2,7,MORTGAGE,33500.0,Verified,debt_consolidation,8.46,0.0,1.0,3.0,0.0,7868.0,99.6,4.0,0,16
25000.0, 60 months,21.45,682.68,D,D5,1,OWN,60000.0,Source Verified,debt_consolidation,12.92,0.0,1.0,16.0,0.0,23058.0,29.3,29.0,0,39
5500.0, 36 months,13.18,185.8,C,C3,0,RENT,43000.0,Source Verified,debt_consolidation,5.55,0.0,3.0,7.0,0.0,6440.0,37.2,14.0,0,24
25000.0, 36 months,12.62,837.79,C,C1,10,MORTGAGE,33000.0,Verified,debt_consolidation,40.19,0.0,0.0,18.0,0.0,19234.0,34.7,39.0,0,26
2000.0, 60 months,18.64,51.49,E,E1,10,MORTGAGE,30000.0,Source Verified,other,7.36,0.0,2.0,6.0,0.0,2467.0,74.8,12.0,1,22
8500.0, 36 months,12.69,285.14,C,C2,10,MORTGAGE,56600.0,Verified,debt_consolidation,32.1,0.0,0.0,12.0,0.0,12708.0,77.0,42.0,1,30
35000.0, 60 months,18.99,907.73,E,E1,10,MORTGAGE,95000.0,Verified,debt_consolidation,20.28,1.0,3.0,13.0,0.0,40474.875,52.4,33.0,0,43
